USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23248 13428 ?        Ss   14:32   0:01 /sbin/init splash
dam         3657  0.0  0.0 383100  7936 ?        Sl   14:33   0:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
dam         3661  0.0  0.0 303796  5376 ?        Sl   14:33   0:00 /usr/bin/csd-screensaver-proxy
dam         3662  0.0  0.0 381732 27436 ?        Sl   14:33   0:00 /usr/bin/csd-xsettings
dam         3668  0.0  0.0 379076 25044 ?        Sl   14:33   0:00 /usr/bin/csd-keyboard
dam         3669  0.0  0.0   9556  4736 ?        S    14:33   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1001/at-spi/bus_0
dam         3670  0.0  0.0 597320 27636 ?        Sl   14:33   0:00 /usr/bin/csd-media-keys
dam         3671  0.0  0.0 305104 24464 ?        Sl   14:33   0:00 /usr/bin/csd-clipboard
dam         3672  0.0  0.0 318044 10496 ?        Sl   14:33   0:00 /usr/bin/csd-print-notifications
dam         3673  0.0  0.0 305204  6400 ?        Sl   14:33   0:00 /usr/bin/csd-a11y-settings
dam         3678  0.0  0.0 230368  5888 ?        Ssl  14:33   0:00 /usr/libexec/dconf-service
dam         3717  0.0  0.0 317224  8192 ?        Ssl  14:33   0:00 /usr/libexec/gvfsd
dam         3727  0.0  0.0 462632  7296 ?        Sl   14:33   0:00 /usr/libexec/gvfsd-fuse /run/user/1001/gvfs -f
dam         3747  0.0  0.0 236164  7936 ?        Sl   14:33   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
dam         3750  0.0  0.0 419012 14976 ?        Sl   14:33   0:00 /usr/libexec/csd-printer
dam         3764  0.0  0.0 392316 10496 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
dam         3781  0.0  0.0 313640  7040 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
dam         3786  0.0  0.0 312548  6528 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-goa-volume-monitor
dam         3791  0.0  0.0 549740 24064 ?        Sl   14:33   0:00 /usr/libexec/goa-daemon
dam         3799  0.0  0.0 392064  8960 ?        Sl   14:33   0:00 /usr/libexec/goa-identity-service
dam         3805  0.0  0.0 312672  6656 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-mtp-volume-monitor
dam         3811  0.0  0.0 392152  7936 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-afc-volume-monitor
dam         3818  0.0  0.1 545312 40952 ?        Sl   14:33   0:00 cinnamon-launcher
dam         3822  2.6  0.6 5169380 217364 ?      Sl   14:33   1:00 cinnamon --replace
dam         3855  0.0  0.0 379076 25196 ?        Sl   14:33   0:00 /usr/lib/x86_64-linux-gnu/xapps/xapp-sn-watcher
dam         3878  0.0  0.0 313040  6272 ?        Sl   14:33   0:00 /usr/libexec/geoclue-2.0/demos/agent
dam         3886  0.0  0.0   9680  7168 ?        S    14:33   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
dam         3892  0.0  0.2 1187680 68304 ?       Sl   14:33   0:00 /usr/bin/nemo-desktop
dam         3900  0.0  0.1 824164 63028 ?        Sl   14:33   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
dam         3902  0.0  0.1 395668 38144 ?        Sl   14:33   0:00 cinnamon-killer-daemon
dam         3903  0.0  0.1 556040 55292 ?        Sl   14:33   0:00 /usr/bin/python3 /usr/bin/blueman-applet
dam         3973  0.0  0.1 595760 42496 ?        Ssl  14:33   0:00 /usr/libexec/evolution-source-registry
dam         3983  0.0  0.0  49072  7936 ?        Ss   14:33   0:00 /usr/libexec/bluetooth/obexd
dam         4013  0.0  0.0 893824 23936 ?        Ssl  14:33   0:00 /usr/libexec/evolution-calendar-factory
dam         4028  0.0  0.0 754664 30080 ?        Ssl  14:33   0:00 /usr/libexec/evolution-addressbook-factory
dam         4057  0.0  0.0 612408  8832 ?        Sl   14:33   0:00 /usr/libexec/gvfsd-trash --spawner :1.32 /org/gtk/gvfs/exec_spaw/0
dam         4070  0.0  0.0 239368  6656 ?        Ssl  14:33   0:00 /usr/libexec/gvfsd-metadata
dam         4114  3.0  1.9 12318320 634180 ?     Sl   14:33   1:10 /usr/lib/firefox/firefox --private-window
dam         4119  0.0  0.0  23056  5632 ?        Sl   14:33   0:00 /usr/lib/firefox/crashhelper 4114 9 /tmp/ 10 12
root        4137  0.0  0.0      0     0 ?        I<   14:33   0:00 [kworker/u69:3-ttm]
dam         4210  0.0  0.1 230604 49664 ?        Sl   14:33   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41740 -prefMapHandle 1:272664 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7028e0bb-f009-49db-8f3c-a4411344ce22} -parentPid 4114 -crashReporter 5 -crashHelperPid 4119 -appDir /usr/lib/firefox/browser 1 socket
dam         4213  0.0  0.0 566812 17780 ?        Ssl  14:33   0:00 /usr/libexec/xdg-desktop-portal
dam         4229  0.0  0.0 539480  7296 ?        Ssl  14:33   0:00 /usr/libexec/xdg-document-portal
dam         4233  0.0  0.0 312228  6400 ?        Ssl  14:33   0:00 /usr/libexec/xdg-permission-store
root        4240  0.0  0.0   2704  1920 ?        Ss   14:33   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1001/doc
dam         4244  0.0  0.0 386568  6784 ?        Ssl  14:33   0:00 /usr/libexec/xdg-desktop-portal-xapp
dam         4252  0.0  0.0 454544 27136 ?        Ssl  14:33   0:00 /usr/libexec/xdg-desktop-portal-gtk
dam         4271  0.0  0.3 2499792 123464 ?      Sl   14:33   0:01 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41789 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7525e09f-72d4-4db3-b5cf-ae12437862a1} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 2 tab
dam         4277  0.0  0.3 676744 125772 ?       Sl   14:33   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41789 -prefMapHandle 1:272664 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {320c64c0-e819-42a8-a82f-61278471130c} -parentPid 4114 -crashReporter 5 -crashHelperPid 4119 -appDir /usr/lib/firefox/browser 3 rdd
dam         4337  0.2  0.4 19627776 159160 ?     Sl   14:33   0:06 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:50580 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56866b28-f296-43b2-955c-11ce5fdf7913} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 4 tab
dam         4392  0.0  0.1 405860 53204 ?        Sl   14:33   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -sandboxingKind 0 -prefsHandle 0:50675 -prefMapHandle 1:272664 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {cbd60f69-7ae7-4df8-8806-2d951b4875ba} -parentPid 4114 -crashReporter 5 -crashHelperPid 4119 -appDir /usr/lib/firefox/browser 5 utility
dam         4402  1.5  0.7 2824604 255132 ?      Sl   14:33   0:35 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40832 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f517ab2e-8a8d-4d3e-898b-df01537107b2} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 6 tab
dam         4406  0.3  0.7 2732288 240560 ?      Sl   14:33   0:07 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40832 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {244f7b36-829d-44f3-8c82-106c5902ec54} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 7 tab
dam         4415  0.5  0.6 2650444 220116 ?      Sl   14:33   0:13 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40832 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {21f11a3c-0b10-4029-96b7-65018c5b2356} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 8 tab
dam         4524  0.0  0.2 1050536 96124 ?       Sl   14:34   0:00 mintUpdate
dam         4580  0.0  0.1  67204 36932 ?        S    14:34   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
dam         4595  0.4  0.1 496296 59644 ?        Sl   14:34   0:09 mintreport-tray
dam         4848  0.0  0.1 546636 43912 ?        Ssl  14:37   0:00 /usr/libexec/gnome-terminal-server
dam         4857  0.0  0.0  18408  9596 pts/0    Ss+  14:37   0:00 bash
root        5151  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/8:0-rcu_par_gp]
root        5237  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/9:0-events]
dam         5240  0.1  0.6 2652852 215472 ?      Sl   14:39   0:03 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41181 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {a9e34259-fb4a-49b3-b67f-ab54ca8717a4} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 12 tab
dam         5385  0.8  0.6 1218150908 202328 ?   SLsl 14:41   0:15 /usr/share/code/code .
dam         5394  0.0  0.1 33793296 48256 ?      S    14:41   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
dam         5395  0.0  0.1 33793288 48128 ?      S    14:41   0:00 /usr/share/code/code --type=zygote
dam         5397  0.0  0.0 33793312 12396 ?      S    14:41   0:00 /usr/share/code/code --type=zygote
dam         5416  0.0  0.0 33575960 3328 ?       Sl   14:41   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/dam/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&iid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&sid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.100.2 --annotation=lsb-release=Linux Mint 22.1 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=34.5.1 --initial-client-fd=42 --shared-client-connection
dam         5432  3.5  0.5 34349088 174164 ?     Sl   14:41   1:05 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5437  0.1  0.2 33909176 72784 ?      Sl   14:41   0:02 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5456 17.6  1.3 1221433292 446432 ?   Sl   14:41   5:23 /usr/share/code/code --type=renderer --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --js-flags=--nodecommit_pooled_pages --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=es --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1759498341990294 --launch-time-ticks=544877379 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:6df9b40e-5fbd-4664-9166-760d9f37a216
root        5498  0.0  0.0      0     0 ?        I<   14:41   0:00 [kworker/u68:4-ttm]
root        5500  0.0  0.0      0     0 ?        I<   14:41   0:00 [kworker/u68:6-ttm]
dam         5524  1.2  0.3 1217878516 124504 ?   Sl   14:41   0:22 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5525  0.0  0.3 1217895396 105512 ?   Sl   14:41   0:01 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5544  8.3  2.3 1219602376 759308 ?   Sl   14:41   2:32 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5607  0.0  0.2 1216097572 78012 ?    Sl   14:41   0:00 /usr/share/code/code /home/dam/.vscode/extensions/ms-azuretools.vscode-containers-2.1.0/dist/dockerfile-language-server-nodejs/lib/server.js --node-ipc --node-ipc --clientProcessId=5544
dam         5608  0.0  0.2 1216097572 77756 ?    Sl   14:41   0:00 /usr/share/code/code /home/dam/.vscode/extensions/ms-azuretools.vscode-containers-2.1.0/dist/compose-language-service/lib/server.js --node-ipc --node-ipc --clientProcessId=5544
dam         5805  0.0  0.2 1216097656 90176 ?    Sl   14:41   0:00 /usr/share/code/code /home/dam/.vscode/extensions/mtxr.sqltools-0.28.5/dist/languageserver.js --node-ipc --clientProcessId=5544
dam         5845  0.0  0.2 1216130356 79696 ?    Sl   14:41   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=5544
dam         6217 11.9  3.9 9119744 1259300 ?     Sl   14:41   3:37 /home/dam/.vscode/extensions/redhat.java-1.45.0-linux-x64/jre/21.0.8-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -DDetectVMInstallationsJob.disabled=true -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx2G -Xms100m -Xlog:disable -javaagent:/home/dam/.vscode/extensions/redhat.java-1.45.0-linux-x64/lombok/lombok-1.18.39-4050.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/dam/.config/Code/User/workspaceStorage/347181e3efcf3a2209f486c28a1b15bb/redhat.java -Daether.dependencyCollector.impl=bf -jar /home/dam/.vscode/extensions/redhat.java-1.45.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.7.0.v20250519-0528.jar -configuration /home/dam/.config/Code/User/globalStorage/redhat.java/1.45.0/config_linux -data /home/dam/.config/Code/User/workspaceStorage/347181e3efcf3a2209f486c28a1b15bb/redhat.java/jdt_ws --pipe=/run/user/1001/lsp-96688ac80f847bdcf0393415e973993e.sock
dam         6455  0.9  0.6 1216130356 202044 ?   Sl   14:41   0:17 /usr/share/code/code /home/dam/.vscode/extensions/streetsidesoftware.code-spell-checker-4.2.6/packages/_server/dist/main.cjs --node-ipc --clientProcessId=5544
dam         6498  0.0  0.2 1216130384 93604 ?    Sl   14:41   0:00 /usr/share/code/code /home/dam/.vscode/extensions/redhat.vscode-yaml-1.19.0/dist/languageserver.js --node-ipc --clientProcessId=5544
dam         6643  6.6  2.5 15710824 807240 ?     Sl   14:41   1:59 /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/jre/21.0.8-linux-x86_64.tar/bin/java -jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/server/sonarlint-ls.jar -stdio -analyzers /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonargo.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarjava.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarjavasymbolicexecution.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarjs.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarphp.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarpython.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarhtml.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarxml.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonartext.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonariac.jar /home/dam/.vscode/extensions/sonarsource.sonarlint-vscode-4.31.0-linux-x64/analyzers/sonarlintomnisharp.jar /home/dam/.vscode/extensions/sonarsource.sonarlint_ondemand-analyzers/sonar-cfamily-plugin/6.71.0.87975/sonarcfamily.jar
dam         6900  1.3  0.8 6842076 285284 ?      Sl   14:41   0:24 /home/dam/.vscode/extensions/redhat.java-1.45.0-linux-x64/jre/21.0.8-linux-x86_64/bin/java -Dspring.config.location=classpath:/application.properties -Xmx1024m -Dsts.lsp.client=vscode -Dsts.log.file=/dev/null -XX:TieredStopAtLevel=1 -Xlog:jni+resolve=off -jar /home/dam/.vscode/extensions/vmware.vscode-spring-boot-1.64.0/language-server/spring-boot-language-server-1.64.0-SNAPSHOT-exec.jar
dam         8452  0.0  0.2 2436516 77156 ?       Sl   14:44   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41181 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bf14d13d-6688-48e6-840a-a5ba4f86e576} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 13 tab
root        9551  0.0  0.0      0     0 ?        I    14:44   0:00 [kworker/7:0-events]
root        9552  0.0  0.0      0     0 ?        I    14:44   0:00 [kworker/6:0]
dam         9635  0.0  0.2 2436516 77260 ?       Sl   14:44   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41181 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {a84d3288-fb3a-4f8d-9c00-c8f5ca7cb88d} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 14 tab
dam        10917  0.1  0.3 1217887380 107228 ?   Sl   14:45   0:02 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5416 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11696164837947392314,7932285536756828359,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        10934  0.0  0.0  18500  9600 pts/1    Ss   14:45   0:00 /usr/bin/bash --rcfile /home/dam/.config/Code/User/globalStorage/pleiades.java-extension-pack-jdk/.bashrc
root       11894  0.0  0.0      0     0 ?        I    14:46   0:00 [kworker/3:1-rcu_par_gp]
root       11895  0.0  0.0      0     0 ?        I    14:46   0:00 [kworker/11:0-events]
root       12572  0.0  0.0      0     0 ?        I    14:47   0:00 [kworker/5:1-cgroup_destroy]
root       13497  0.0  0.0      0     0 ?        I    14:48   0:00 [kworker/u66:1-flush-8:16]
root       20217  0.0  0.0      0     0 ?        I    14:57   0:00 [kworker/u66:0-events_unbound]
root       23207  0.0  0.0      0     0 ?        I    15:00   0:00 [kworker/u65:1-events_unbound]
root       25512  0.0  0.0      0     0 ?        I    15:02   0:00 [kworker/10:0-events]
root       25823  0.0  0.0      0     0 ?        I    15:02   0:00 [kworker/u66:3-events_unbound]
root       26368  0.0  0.0      0     0 ?        I    15:03   0:00 [kworker/4:0]
root       29417  0.1  0.0      0     0 ?        I    15:07   0:00 [kworker/u64:1-sdma0]
dam        29693  0.0  0.2 2437328 77056 ?       Sl   15:08   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41182 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8445a264-4564-4e39-9612-45d35e7ad994} -parentPid 4114 -crashReporter 6 -crashHelperPid 4119 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 15 tab
root       29935  0.0  0.0      0     0 ?        I    15:08   0:00 [kworker/u64:3-gfx_low]
root       30343  0.0  0.0      0     0 ?        I    15:09   0:00 [kworker/11:2]
root       30344  0.0  0.0      0     0 ?        I    15:09   0:00 [kworker/3:0-events]
dam        32587  0.0  0.0 1995676 26752 ?       Sl   15:11   0:00 docker events --since 1759500690 --until 1759500990 --filter type=container --filter type=image --filter type=network --filter type=volume --filter event=create --filter event=destroy --filter event=die --filter event=kill --filter event=pause --filter event=rename --filter event=restart --filter event=start --filter event=stop --filter event=unpause --filter event=update --filter event=delete --filter event=import --filter event=load --filter event=pull --filter event=save --filter event=tag --filter event=untag --filter event=remove --filter event=prune --format {{json .}}
dam        33063  285  0.4 11944480 138152 pts/1 Sl+  15:11   0:03 /usr/lib/jvm/java-17-openjdk-amd64/bin/java @/tmp/cp_82628h662die617lxtlw44mcg.argfile org.formacion.procesos.ProcesosServiciosApplication
dam        33099  0.0  0.0   2804  1536 ?        S    15:11   0:00 /bin/sh -c "/usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh" 10934
